case,clip,frame,split,top_points
Case-052,022,008,0,"[(154.03540278532412, 73.60896794303525), (176.08190111241385, 84.05204609797246)]"
Case-052,022,012,0,"[(152.58497526380512, 74.4792244559467), (172.31078955646424, 82.89170408075724)]"
Case-052,022,016,0,"[(167.95950699190712, 85.50247361949155), (180.4331836769711, 83.76196059366865)]"
Case-052,022,020,0,"[(152.87506076810888, 78.54042151620008), (172.6008750607681, 82.31153307214959)]"
Case-052,022,024,0,"[(146.49317967342506, 70.41802739569327), (168.24959249621094, 82.60161857645345)]"
Case-052,022,028,0,"[(170.2801910263376, 83.18178958506105)]"
Case-052,022,032,0,"[(176.37198661671766, 82.89170408075724)]"
Case-052,022,036,0,"[(163.60822442734994, 75.3494809688581)]"
Case-052,022,040,0,"[(163.89830993165378, 73.02879693442762), (178.69267065114815, 80.86110555063055)]"
Case-052,022,044,0,"[(163.31813892304612, 77.38007949898483), (180.4331836769711, 80.86110555063055)]"
Case-052,022,048,0,"[(161.5776258972232, 73.60896794303525), (178.98275615545194, 81.15119105493436)]"
Case-052,022,060,0,"[(163.89830993165378, 75.92965197746578), (180.4331836769711, 84.9223026108839)]"
Case-052,022,064,0,"[(180.4331836769711, 83.76196059366865)]"
Case-052,022,068,0,"[(182.17369670279388, 83.47187508936487)]"
Case-052,022,072,0,"[(180.4331836769711, 81.731362063542)]"
Case-052,022,076,0,"[(177.532328633933, 83.47187508936487)]"
Case-052,022,080,0,"[(176.37198661671766, 85.21238811518772)]"
Case-052,022,084,0,"[(176.08190111241385, 81.15119105493436)]"
Case-052,022,092,0,"[(176.08190111241385, 86.37273013240292)]"
Case-052,022,100,0,"[(144.46258114329837, 63.74606079670567), (181.30344018988245, 83.18178958506105)]"
Case-052,022,104,0,"[(181.59352569418633, 85.50247361949155)]"
Case-052,022,108,0,"[(181.01335468557863, 83.76196059366865)]"
Case-052,022,124,0,"[(158.67677085418515, 78.54042151620008), (178.69267065114815, 87.24298664531442)]"
Case-052,022,128,0,"[(162.73796791443849, 78.83050702050386), (180.4331836769711, 85.50247361949155)]"
Case-052,022,132,0,"[(161.86771140152706, 80.86110555063055), (176.08190111241385, 86.37273013240292)]"
Case-052,022,136,0,"[(179.85301266836336, 81.731362063542)]"
Case-052,022,140,0,"[(176.08190111241385, 86.37273013240292)]"
Case-052,022,144,0,"[(175.2116445995024, 86.66281563670678)]"
Case-052,022,148,0,"[(177.2422431296291, 86.37273013240292)]"
Case-052,022,152,0,"[(177.532328633933, 85.21238811518772)]"
Case-052,022,156,0,"[(176.08190111241385, 84.05204609797246)]"
Case-052,023,012,0,"[(167.37933598329948, 102.61751837341646)]"
Case-052,023,016,0,"[(164.4784809402614, 100.29683433898597)]"
Case-052,023,036,0,"[(155.77591581114703, 102.90760387772028)]"
Case-052,023,124,0,"[(122.70616832051249, 94.49512425290972)]"
Case-052,023,128,0,"[(129.9583059281077, 95.07529526151733)]"
Case-052,023,140,0,"[(121.25574079899341, 96.23563727873258)]"
Case-052,023,144,0,"[(120.6755697903858, 97.39597929594785)]"
Case-052,023,148,0,"[(126.47727987646202, 95.07529526151733)]"
Case-052,023,152,0,"[(125.8971088678544, 93.33478223569448)]"
Case-052,023,156,0,"[(120.09539878177813, 94.20503874860594), (165.34873745317284, 86.9529011410106)]"
Case-052,024,016,0,"[(137.50052904000688, 84.34213160227631), (167.08925047899558, 84.34213160227631)]"
Case-052,024,020,0,"[(151.4246332465898, 85.79255912379536)]"
Case-052,024,024,0,"[(157.8065143412737, 86.37273013240292)]"
Case-052,024,040,0,"[(171.150447539249, 85.50247361949155)]"
Case-052,024,044,0,"[(170.57027653064142, 85.21238811518772)]"
Case-052,024,064,0,"[(171.150447539249, 84.63221710658011)]"
Case-052,024,068,0,"[(88.47607881266269, 93.04469673139066)]"
Case-052,024,076,0,"[(139.8212130744373, 93.33478223569448)]"
Case-052,024,080,0,"[(137.79061454431067, 94.78520975721352)]"
Case-052,024,096,0,"[(109.65232062684095, 86.08264462809917), (166.79916497469182, 88.11324315822583)]"
Case-052,024,140,0,"[(146.49317967342506, 90.72401269696017)]"
Case-052,024,148,0,"[(86.15539477823215, 86.9529011410106)]"
Case-052,024,152,0,"[(138.66087105722212, 84.63221710658011)]"
Case-052,025,044,0,"[(220.75506877520087, 87.24298664531442)]"
Case-052,025,048,0,"[(216.69387171494748, 86.9529011410106)]"
Case-052,025,052,0,"[(218.72447024507426, 88.11324315822583)]"
Case-052,025,056,0,"[(217.56412822785896, 88.11324315822583)]"
Case-052,025,076,0,"[(158.67677085418515, 81.15119105493436)]"
Case-052,025,080,0,"[(163.31813892304612, 84.9223026108839)]"
Case-052,025,120,0,"[(223.94600932254275, 90.72401269696017)]"
Case-052,025,128,0,"[(220.46498327089708, 88.9834996711373)]"
Case-052,025,140,0,"[(164.4784809402614, 82.89170408075724)]"
Case-052,025,144,0,"[(165.05865194886897, 80.86110555063055)]"
Case-052,025,148,0,"[(165.63882295747663, 77.96025050759243)]"
Case-052,026,008,0,"[(161.86771140152706, 78.2503360118963)]"
Case-052,026,012,0,"[(161.5776258972232, 77.67016500328863)]"
Case-052,026,020,0,"[(161.28754039291942, 77.67016500328863)]"
Case-052,026,024,0,"[(162.73796791443849, 77.08999399468102)]"
Case-052,026,028,0,"[(159.54702736709658, 90.1438416883525)]"
Case-052,026,044,0,"[(159.25694186279276, 77.67016500328863)]"
Case-052,026,048,0,"[(156.93625782836224, 79.70076353341528)]"
Case-052,026,052,0,"[(136.34018702279164, 77.38007949898483), (159.25694186279276, 81.731362063542)]"
Case-052,026,056,0,"[(160.70736938431182, 77.67016500328863), (225.97660785266953, 92.46452572278305)]"
Case-052,026,068,0,"[(228.87746289570768, 90.43392719265633)]"
Case-052,026,072,0,"[(138.66087105722212, 77.38007949898483), (158.67677085418515, 81.731362063542), (226.55677886127714, 90.43392719265633)]"
Case-052,026,096,0,"[(113.42343218279049, 109.28948497240408)]"
Case-052,026,108,0,"[(193.7771168749464, 99.13649232177072), (231.1981469301381, 104.93820240784694)]"
Case-052,026,112,0,"[(126.47727987646202, 88.11324315822583), (162.73796791443849, 87.24298664531442), (203.64002402127596, 90.1438416883525)]"
Case-052,026,116,0,"[(163.89830993165378, 88.11324315822583), (208.28139209013693, 87.82315765392204)]"
Case-052,026,120,0,"[(156.64617232405845, 88.9834996711373), (201.89951099545326, 88.69341416683346)]"
Case-052,026,124,0,"[(152.87506076810888, 85.79255912379536), (195.2275443964655, 87.24298664531442)]"
Case-052,026,128,0,"[(149.68412022076697, 86.08264462809917)]"
Case-052,026,132,0,"[(144.17249563899452, 89.56367067974493)]"
Case-052,026,136,0,"[(147.65352169064025, 88.40332866252965)]"
Case-052,026,140,0,"[(148.52377820355167, 85.50247361949155)]"
Case-052,026,156,0,"[(142.7220681174755, 88.69341416683346)]"
Case-052,027,012,0,"[(149.68412022076697, 99.42657782607455)]"
Case-052,027,016,0,"[(156.3560868197546, 97.10589379164401)]"
Case-052,027,020,0,"[(157.22634333266603, 99.13649232177072), (206.83096456861796, 95.94555177442878)]"
Case-052,027,052,0,"[(154.90565929823555, 101.45717635620122)]"
Case-052,027,080,0,"[(204.51028053418744, 94.20503874860594)]"
Case-052,027,084,0,"[(204.51028053418744, 95.07529526151733)]"
Case-052,027,088,0,"[(201.60942549114927, 95.65546627012499)]"
Case-052,027,092,0,"[(201.60942549114927, 100.00674883468217)]"
Case-052,027,100,0,"[(202.18959649975687, 100.58691984328978)]"
Case-052,027,148,0,"[(179.27284165975567, 102.32743286911263), (194.93745889216171, 109.28948497240408), (222.20549629671999, 109.86965598101173)]"
Case-052,027,156,0,"[(195.2275443964655, 109.28948497240408)]"
Case-052,028,016,0,"[(168.82976350481852, 65.19648831822471)]"
Case-052,028,020,0,"[(172.6008750607681, 62.875804283794224)]"
Case-052,028,024,0,"[(179.85301266836336, 64.61631730961707)]"
Case-052,028,028,0,"[(167.37933598329948, 66.9370013440476), (196.09780090937684, 62.58571877949039)]"
Case-052,028,036,0,"[(175.79181560811006, 65.48657382252853), (201.02925448254166, 61.42537676227517)]"
Case-052,028,040,0,"[(179.27284165975567, 64.32623180531327), (196.96805742228827, 57.3641797020218)]"
Case-052,028,048,0,"[(197.25814292659211, 62.295633275186596)]"
Case-052,028,052,0,"[(187.68532128456638, 66.35683033543995)]"
Case-052,028,084,0,"[(190.00600531899687, 63.74606079670567)]"
Case-052,028,108,0,"[(187.10515027595872, 67.5171723526552)]"
Case-054,015,000,0,"[(168.43775112010414, 51.61578262754731)]"
Case-054,015,060,0,"[(175.47506865153923, 48.09712386182973)]"
Case-054,015,064,0,"[(185.7378233848822, 51.61578262754731)]"
Case-054,021,004,0,"[(170.1970805029629, 41.35302789420436)]"
Case-054,021,068,0,"[(174.59540396010985, 44.87168665992197)]"
Case-054,021,084,0,"[(173.12929614106088, 43.99202196849258)]"
Case-054,021,092,0,"[(172.83607457725108, 43.405578840872955)]"
Case-054,023,024,0,"[(206.26333285156815, 43.405578840872955)]"
Case-054,023,060,0,"[(171.66318832201176, 36.07503974562798)]"
Case-054,023,068,0,"[(203.91756034108982, 42.525914149443565)]"
Case-054,023,088,0,"[(205.09044659632906, 43.69880040468278)]"
Case-060,017,036,0,"[(212.12776412776415, 57.18699233993351)]"
Case-060,017,040,0,"[(210.0752131810956, 60.998872669460894)]"
Case-060,017,080,0,"[(201.86500939442112, 62.4649804885099), (218.28541696776992, 67.15652550946668), (233.82615984968928, 64.22430987136865)]"
Case-060,017,084,0,"[(208.02266223442692, 60.998872669460894)]"
Case-060,018,060,0,"[(206.8497759791879, 69.79551958375484)]"
Case-060,018,064,0,"[(208.3158837982367, 68.91585489232548)]"
Case-060,018,068,0,"[(208.60910536204653, 69.79551958375484)]"
Case-060,018,072,0,"[(201.57178783061136, 71.2616274028039)]"
Case-060,018,080,0,"[(203.62433877727995, 64.5175314351785)]"
Case-060,019,000,0,"[(209.19554848966612, 85.62948402948403)]"
Case-060,019,004,0,"[(172.83607457725108, 86.21592715710362), (213.88709351062286, 94.426130943778)]"
Case-060,019,012,0,"[(173.12929614106088, 87.38881341234284), (217.9921954039602, 90.61425061425058)]"
Case-060,019,016,0,"[(173.12929614106088, 84.45659777424481)]"
Case-060,019,024,0,"[(213.88709351062286, 94.426130943778)]"
Case-060,019,028,0,"[(175.47506865153923, 84.45659777424481)]"
Case-060,019,032,0,"[(174.88862552391964, 83.57693308281542), (214.76675820205227, 92.08035843329964)]"
Case-060,019,036,0,"[(175.768290215349, 84.74981933805462), (216.23286602110127, 91.7871368694898)]"
Case-060,019,040,0,"[(176.64795490677838, 84.45659777424481), (214.18031507443277, 89.73458592282118)]"
Case-060,019,044,0,"[(176.06151177915885, 82.40404682757624)]"
Case-060,019,048,0,"[(178.1140627258274, 84.45659777424481)]"
Case-060,019,052,0,"[(178.40728428963726, 82.69726839138605)]"
Case-060,019,060,0,"[(175.18184708772947, 81.23116057233705)]"
Case-060,019,064,0,"[(176.9411764705882, 82.69726839138605)]"
Case-060,019,092,0,"[(177.82084116201764, 82.11082526376646)]"
Case-060,019,096,0,"[(174.30218239630003, 83.28371151900562)]"
Case-060,019,100,0,"[(234.70582454111866, 81.23116057233705)]"
Case-060,019,104,0,"[(233.53293828587954, 80.35149588090765)]"
Case-060,019,108,0,"[(241.1566989449343, 77.41928024280966)]"
Case-060,019,112,0,"[(233.53293828587954, 81.81760369995662)]"
Case-060,020,028,0,"[(147.9122416534181, 58.066657031362894), (174.88862552391964, 61.8785373608903)]"
Case-060,020,032,0,"[(157.00211013152196, 58.359878595172724)]"
Case-060,020,036,0,"[(157.2953316953317, 59.239543286602114)]"
Case-060,020,044,0,"[(154.65633762104352, 55.72088452088448)]"
Case-060,020,048,0,"[(153.48345136580429, 57.77343546755313)]"
Case-060,020,052,0,"[(152.89700823818467, 57.48021390374331)]"
Case-060,020,056,0,"[(149.96479260008675, 59.8259864142217)]"
Case-060,020,060,0,"[(152.31056511056514, 57.18699233993351)]"
Case-060,020,108,0,"[(155.82922387628267, 58.94632172279232)]"
Case-060,020,112,0,"[(174.59540396010985, 61.58531579708051)]"
Case-060,020,116,0,"[(158.76143951438075, 59.8259864142217)]"
Case-060,021,064,0,"[(120.93585778291657, 58.066657031362894)]"
Case-060,021,068,0,"[(120.34941465529702, 59.239543286602114)]"
Case-060,021,072,0,"[(121.52230091053626, 60.998872669460894)]"
Case-060,021,092,0,"[(198.05312906489382, 57.18699233993351)]"
Case-060,022,084,0,"[(190.7225899696488, 69.50229801994506)]"
Case-060,022,100,0,"[(142.92747506865157, 69.79551958375487)]"
Case-060,022,104,0,"[(135.3037144095968, 72.72773522185285)]"
Case-060,022,108,0,"[(137.3562653562654, 73.90062147709209), (186.32426651250188, 70.08874114756468)]"
Case-060,022,112,0,"[(133.544385026738, 74.48706460471166), (187.49715276774097, 71.55484896661365)]"
Case-060,022,116,0,"[(193.94802717155656, 68.62263332851569)]"
Case-060,023,040,0,"[(215.35320132967198, 85.33626246567424)]"
Case-060,023,044,0,"[(221.80407573348745, 78.29894493423905)]"
Case-060,023,048,0,"[(220.92441104205813, 87.09559184853303)]"
Case-060,023,052,0,"[(221.21763260586792, 85.04304090186444)]"
Case-060,023,056,0,"[(218.57863853157974, 84.45659777424481)]"
Case-060,023,060,0,"[(219.45830322300907, 83.57693308281542)]"
Case-060,023,064,0,"[(218.87186009538954, 84.16337621043505)]"
Case-060,023,068,0,"[(216.23286602110127, 84.74981933805462)]"
Case-060,023,072,0,"[(241.74314207255384, 74.48706460471166)]"
Case-060,023,080,0,"[(220.63118947824825, 83.57693308281542)]"
Case-060,023,108,0,"[(222.39051886110707, 82.99048995519584)]"
Case-060,023,112,0,"[(220.92441104205813, 82.40404682757624)]"
Case-060,023,116,0,"[(222.0972972972973, 83.57693308281542)]"
Case-060,024,004,0,"[(130.3189478248302, 60.412429541841306)]"
Case-060,024,008,0,"[(135.01049284578696, 59.8259864142217)]"
Case-060,024,028,0,"[(176.64795490677838, 71.84807053042344)]"
Case-060,024,032,0,"[(176.35473334296864, 70.67518427518425)]"
Case-060,024,036,0,"[(174.0089608324903, 70.67518427518425)]"
Case-060,024,040,0,"[(174.59540396010985, 73.31417834947248)]"
Case-060,024,044,0,"[(183.97849400202333, 74.48706460471166)]"
Case-060,024,048,0,"[(184.27171556583332, 73.02095678566266)]"
Case-060,024,056,0,"[(183.97849400202333, 73.90062147709209)]"
Case-060,024,068,0,"[(171.66318832201176, 71.55484896661365)]"
Case-060,026,000,0,"[(143.80713976008093, 54.54799826564534)]"
Case-060,026,004,0,"[(178.40728428963726, 59.239543286602114)]"
Case-060,026,008,0,"[(127.3867321867322, 57.77343546755313), (147.9122416534181, 56.01410608469432), (183.09882931059403, 62.171758924700114)]"
Case-060,026,012,0,"[(182.2191646191647, 60.412429541841306)]"
Case-060,026,016,0,"[(132.3714987714988, 48.68356698944935), (200.10568001156244, 71.2616274028039)]"
Case-060,026,020,0,"[(137.94270848388496, 59.8259864142217), (200.69212313918197, 68.3294117647059)]"
Case-060,026,024,0,"[(181.04627836392544, 63.931088307558895)]"
Case-060,026,028,0,"[(183.97849400202333, 67.74296863708629)]"
Case-060,026,032,0,"[(184.85815869345282, 65.10397456279807), (214.47353663824254, 80.93793900852724)]"
Case-060,026,036,0,"[(147.32579852579852, 64.5175314351785), (182.2191646191647, 69.79551958375484), (213.88709351062286, 84.45659777424481)]"
Case-060,026,040,0,"[(151.72412198294555, 65.10397456279807)]"
Case-060,026,044,0,"[(154.06989449342393, 77.12605867899987), (200.69212313918197, 89.73458592282118)]"
Case-060,026,048,0,"[(150.2580141638965, 79.76505275328807), (199.51923688394274, 87.97525653996242)]"
Case-060,026,052,0,"[(151.43090041913572, 77.12605867899987)]"
Case-060,026,056,0,"[(147.9122416534181, 76.53961555138028)]"
Case-060,026,060,0,"[(151.43090041913572, 76.53961555138028)]"
Case-060,026,068,0,"[(147.32579852579852, 63.344645179939306)]"
Case-060,026,072,0,"[(148.79190634484755, 63.63786674374909)]"
Case-060,026,076,0,"[(147.03257696198875, 71.2616274028039)]"
Case-060,026,080,0,"[(151.13767885532593, 66.2768608180373)]"
Case-060,026,084,0,"[(151.43090041913572, 67.4497470732765)]"
Case-060,026,088,0,"[(144.68680445151034, 67.74296863708629)]"
Case-060,026,092,0,"[(149.37834947246714, 67.15652550946668), (207.72944067061712, 93.25324468853879)]"
Case-060,026,096,0,"[(150.84445729151616, 61.58531579708051), (181.04627836392544, 67.74296863708629), (212.42098569157392, 96.77190345425639)]"
Case-060,026,100,0,"[(145.27324757913001, 69.79551958375484), (218.87186009538954, 96.77190345425639)]"
Case-060,026,108,0,"[(181.92594305535482, 68.3294117647059)]"
Case-060,027,000,0,"[(129.73250469721057, 47.21745917040033), (159.6411042058101, 57.18699233993351)]"
Case-060,027,004,0,"[(156.41566700390234, 54.841219829455106)]"
Case-060,027,008,0,"[(126.50706749530283, 48.39034542563955), (154.36311605723364, 56.01410608469432)]"
Case-060,027,020,0,"[(119.46974996386763, 153.07044370573783)]"
Case-060,027,024,0,"[(118.00364214481867, 147.79245555716145)]"
Case-060,027,028,0,"[(119.17652840005783, 149.55178494002024)]"
Case-060,027,032,0,"[(117.12397745338923, 144.56701835525365)]"
Case-060,027,036,0,"[(114.77820494291085, 142.22124584477527)]"
Case-060,027,040,0,"[(117.12397745338923, 146.03312617430265)]"
Case-060,027,044,0,"[(118.59008527243823, 148.96534181240057)]"
Case-060,027,048,0,"[(121.81552247434603, 157.46876716288483)]"
Case-060,027,052,0,"[(135.3037144095968, 51.322561063737545)]"
Case-060,027,056,0,"[(127.3867321867322, 48.09712386182973), (148.49868478103772, 54.54799826564534)]"
Case-060,027,060,0,"[(157.00211013152196, 54.841219829455106)]"
Case-060,027,064,0,"[(129.43928313340078, 49.27001011706894)]"
Case-060,027,068,0,"[(132.3714987714988, 49.856453244688545)]"
Case-060,027,072,0,"[(131.4918340800694, 48.68356698944935), (159.3478826420003, 53.668333574215914)]"
Case-060,027,076,0,"[(152.01734354675528, 50.736117936117935)]"
Case-060,027,080,0,"[(126.80028905911264, 49.27001011706894), (149.37834947246714, 59.239543286602114)]"
Case-060,027,096,0,"[(115.36464807053046, 149.55178494002024)]"
Case-060,027,100,0,"[(114.19176181529124, 149.55178494002024)]"
Case-060,027,104,0,"[(116.53753432576958, 146.32634773811245)]"
Case-060,027,108,0,"[(118.59008527243823, 144.56701835525365)]"
Case-060,027,112,0,"[(114.48498337910101, 146.61956930192227)]"
Case-060,028,000,0,"[(234.11938141349916, 61.8785373608903)]"
Case-060,028,004,0,"[(235.87871079635784, 63.931088307558895), (192.1886977886978, 58.359878595172724)]"
Case-060,028,008,0,"[(233.82615984968928, 62.4649804885099)]"
Case-060,028,012,0,"[(197.46668593727418, 58.94632172279232), (232.94649515825984, 62.4649804885099)]"
Case-060,028,016,0,"[(202.45145252204077, 57.48021390374331)]"
Case-060,028,024,0,"[(252.59233993351646, 60.412429541841306)]"
Case-060,028,032,0,"[(233.82615984968928, 68.91585489232548)]"
