case,clip,frame,wkt_geoms
Case-001,11,124,"['LINESTRING (40.77540106951873 30.35473731477324, 42.5802139037433 96.99555047556844)', 'LINESTRING (50.66844919786098 29.33420418826795, 64.03743315508021 91.892884843042)']"
Case-001,11,128,"['LINESTRING (40.57486631016043 29.33420418826795, 39.70588235294117 95.77091072376209)', 'LINESTRING (49.79946524064171 29.33420418826795, 61.09625668449197 91.68877821774095)']"
Case-001,12,0,"['LINESTRING (32.1524064171123 36.37588276115442, 22.72727272727273 94.44421765930522)']"
Case-001,12,4,"['LINESTRING (34.42513368983957 34.94713638404703, 25.20053475935829 93.32163122014944)', 'LINESTRING (25.13368983957219 35.15124300934808, 10.89572192513369 89.23949871412826)']"
Case-001,12,8,"['LINESTRING (27.40641711229947 34.13070988284279, 11.89839572192513 87.50459239906927)', 'LINESTRING (34.62566844919786 35.35534963464914, 26.93850267379678 96.07707066171368)']"
Case-001,12,12,"['LINESTRING (37.03208556149733 35.04918969669756, 30.01336898395722 96.89349716291788)', 'LINESTRING (27.54010695187166 35.66150957260073, 13.16844919786096 89.85181859003141)']"
Case-001,12,16,"['LINESTRING (27.67379679144385 36.47793607380496, 15.30748663101604 86.68816589786505)', 'LINESTRING (38.70320855614974 36.47793607380496, 33.15508021390374 96.5873372249663)']"
Case-001,12,20,"['LINESTRING (37.5668449197861 35.86561619790179, 32.82085561497326 96.07707066171368)', 'LINESTRING (55.4812834224599 34.23276319549333, 64.1042780748663 93.32163122014944)', 'LINESTRING (27.60695187165776 37.09025594970814, 18.18181818181818 88.93333877617667)']"
Case-001,12,24,"['LINESTRING (55.4812834224599 35.86561619790179, 60.69518716577541 94.34216434665468)', 'LINESTRING (29.21122994652406 36.06972282320283, 15.37433155080214 89.85181859003141)', 'LINESTRING (35.56149732620322 36.47793607380496, 29.81283422459894 96.68939053761684)']"
Case-001,12,28,"['LINESTRING (28.14171122994653 37.49846920031024, 16.31016042780749 91.28056496713883)', 'LINESTRING (35.16042780748664 37.70257582561131, 29.87967914438502 95.66885741111157)', 'LINESTRING (54.81283422459893 35.66150957260073, 62.16577540106952 95.05653753520838)']"
Case-001,12,32,"['LINESTRING (35.42780748663102 35.66150957260073, 31.21657754010695 95.05653753520838)', 'LINESTRING (54.47860962566845 34.74302975874597, 62.09893048128342 91.99493815569255)', 'LINESTRING (27.80748663101605 36.17177613585337, 15.64171122994652 88.21896558762299)']"
Case-001,12,36,"['LINESTRING (27.60695187165776 35.45740294729966, 14.83957219251337 88.11691227497241)', 'LINESTRING (53.47593582887701 35.76356288525126, 59.82620320855615 94.7503775972568)', 'LINESTRING (36.83155080213903 36.17177613585337, 30.68181818181819 94.54627097195576)']"
Case-001,12,40,"['LINESTRING (27.74064171122995 35.25329632199861, 15.64171122994652 87.40253908641874)', 'LINESTRING (38.16844919786097 37.09025594970814, 31.88502673796791 97.70992366412214)', 'LINESTRING (54.27807486631016 36.68204269910601, 61.96524064171123 92.60725803159569)']"
Case-001,12,44,"['LINESTRING (28.00802139037432 35.86561619790179, 15.77540106951871 86.27995264726293)', 'LINESTRING (38.16844919786097 37.19230926235865, 33.75668449197862 96.99555047556844)']"
Case-001,12,48,"['LINESTRING (36.56417112299466 37.29436257500919, 31.41711229946524 94.95448422255785)', 'LINESTRING (55.2807486631016 36.06972282320283, 62.7005347593583 93.62779115810099)', 'LINESTRING (28.20855614973263 36.06972282320283, 15.10695187165775 88.83128546352611)']"
Case-001,12,52,"['LINESTRING (35.89572192513369 37.39641588765971, 30.3475935828877 95.36269747315997)', 'LINESTRING (53.00802139037432 35.5594562599502, 60.7620320855615 91.38261827978933)', 'LINESTRING (28.07486631016043 34.8450830713965, 16.44385026737968 89.23949871412826)']"
Case-001,12,56,"['LINESTRING (28.5427807486631 35.25329632199861, 17.31283422459893 90.15797852798303)', 'LINESTRING (53.5427807486631 35.15124300934808, 59.62566844919787 92.50520471894518)', 'LINESTRING (36.63101604278074 36.78409601175655, 32.4197860962567 93.11752459484836)']"
Case-001,12,60,"['LINESTRING (28.5427807486631 36.06972282320283, 17.31283422459893 88.52512552557459)', 'LINESTRING (37.09893048128342 37.09025594970814, 33.02139037433155 94.85243090990731)', 'LINESTRING (53.47593582887701 35.76356288525126, 59.22459893048129 94.85243090990731)']"
Case-001,12,64,"['LINESTRING (53.81016042780747 38.11078907621341, 58.02139037433155 96.5873372249663)', 'LINESTRING (28.27540106951873 37.70257582561131, 15.84224598930481 90.36208515328404)', 'LINESTRING (37.5668449197861 37.90668245091236, 32.62032085561498 96.99555047556844)']"
Case-001,12,68,"['LINESTRING (53.67647058823529 35.04918969669756, 59.62566844919787 92.60725803159569)', 'LINESTRING (28.5427807486631 37.19230926235865, 15.84224598930481 90.4641384659346)', 'LINESTRING (37.6336898395722 39.94774870392293, 32.82085561497326 97.19965710086947)']"
Case-001,12,72,"['LINESTRING (37.16577540106952 39.33542882801976, 33.62299465240641 95.87296403641264)', 'LINESTRING (53.34224598930483 35.66150957260073, 58.48930481283422 95.15859084785895)', 'LINESTRING (28.74331550802139 36.88614932440706, 16.44385026737968 91.17851165448829)']"
Case-001,12,76,"['LINESTRING (36.83155080213903 37.60052251296077, 31.95187165775402 96.07707066171368)', 'LINESTRING (53.27540106951871 36.37588276115442, 60.29411764705882 95.46475078581051)', 'LINESTRING (27.80748663101605 36.57998938645548, 15.90909090909091 89.95387190268197)']"
Case-001,12,80,"['LINESTRING (52.33957219251339 36.47793607380496, 58.89037433155081 95.36269747315997)', 'LINESTRING (28.5427807486631 37.70257582561131, 16.91176470588236 91.58672490509045)', 'LINESTRING (36.43048128342246 36.88614932440706, 31.01604278074867 95.26064416050943)']"
Case-001,12,84,"['LINESTRING (35.89572192513369 36.17177613585337, 29.81283422459894 95.77091072376209)', 'LINESTRING (55.2807486631016 35.15124300934808, 61.09625668449197 96.48528391231578)', 'LINESTRING (29.01069518716578 36.17177613585337, 15.97593582887701 89.7497652773809)']"
Case-001,12,88,"['LINESTRING (37.16577540106952 34.23276319549333, 32.68716577540106 94.85243090990731)', 'LINESTRING (53.14171122994652 33.00812344368699, 59.29144385026737 96.68939053761684)', 'LINESTRING (28.20855614973263 35.76356288525126, 18.71657754010695 87.19843246111768)']"
Case-001,12,92,"['LINESTRING (51.87165775401068 33.92660325754174, 56.21657754010696 97.40376372617054)', 'LINESTRING (27.87433155080213 37.19230926235865, 15.90909090909091 88.93333877617667)', 'LINESTRING (35.36096256684493 35.76356288525126, 30.01336898395722 93.52573784545048)']"
Case-001,12,96,"['LINESTRING (40.24064171122994 33.4163366942891, 38.30213903743315 99.13867004122953)', 'LINESTRING (51.87165775401068 34.33481650814386, 56.14973262032087 95.56680409846103)', 'LINESTRING (27.74064171122995 36.06972282320283, 14.97326203208556 87.50459239906927)']"
Case-001,12,100,"['LINESTRING (27.072192513369 34.8450830713965, 15.84224598930481 89.34155202677877)', 'LINESTRING (38.43582887700534 35.35534963464914, 34.15775401069519 94.54627097195576)']"
Case-001,12,104,"['LINESTRING (34.69251336898395 35.04918969669756, 27.80748663101605 96.07707066171368)', 'LINESTRING (41.24331550802138 32.90607013103647, 38.03475935828877 96.99555047556844)']"
Case-001,12,108,"['LINESTRING (27.67379679144385 35.5594562599502, 15.84224598930481 88.21896558762299)', 'LINESTRING (35.09358288770054 34.8450830713965, 28.14171122994653 95.77091072376209)', 'LINESTRING (40.64171122994652 33.82454994489121, 38.50267379679143 97.40376372617054)']"
Case-001,12,112,"['LINESTRING (27.94117647058824 36.37588276115442, 13.03475935828877 88.42307221292404)']"
Case-001,12,116,"['LINESTRING (26.00267379679145 34.94713638404703, 12.96791443850267 84.85120627015552)', 'LINESTRING (51.13636363636363 34.8450830713965, 63.70320855614974 92.30109809364413)']"
Case-001,12,120,"['LINESTRING (34.35828877005347 36.78409601175655, 27.33957219251337 94.54627097195576)']"
Case-001,12,124,"['LINESTRING (37.2326203208556 35.15124300934808, 32.48663101604279 96.79144385026737)', 'LINESTRING (27.072192513369 36.68204269910601, 13.50267379679145 87.40253908641874)']"
Case-001,12,128,"['LINESTRING (37.03208556149733 35.96766951055232, 32.62032085561498 95.97501734906315)', 'LINESTRING (55.3475935828877 34.13070988284279, 61.56417112299465 96.28117728701473)', 'LINESTRING (26.8048128342246 36.17177613585337, 14.10427807486631 88.21896558762299)']"
Case-001,13,0,"['LINESTRING (26.87165775401069 34.13070988284279, 14.2379679144385 89.85181859003141)', 'LINESTRING (35.7620320855615 36.9882026370576, 27.60695187165776 96.38323059966524)']"
Case-001,13,4,"['LINESTRING (27.60695187165776 34.33481650814386, 13.30213903743316 88.93333877617667)', 'LINESTRING (34.49197860962567 35.66150957260073, 24.66577540106951 96.79144385026737)']"
Case-001,13,8,"['LINESTRING (35.22727272727273 36.78409601175655, 25.80213903743315 94.95448422255785)']"
Case-001,13,12,"['LINESTRING (27.00534759358289 35.04918969669756, 13.23529411764706 86.68816589786505)', 'LINESTRING (34.49197860962567 36.17177613585337, 26.13636363636364 94.7503775972568)']"
Case-001,13,16,"['LINESTRING (27.20588235294118 34.23276319549333, 13.63636363636363 86.7902192105156)', 'LINESTRING (35.6951871657754 37.90668245091236, 27.67379679144385 95.97501734906315)']"
Case-001,13,20,"['LINESTRING (26.67112299465241 33.72249663224069, 14.50534759358289 88.21896558762299)', 'LINESTRING (35.09358288770054 37.80462913826183, 29.94652406417111 96.99555047556844)']"
Case-001,13,24,"['LINESTRING (26.20320855614973 36.17177613585337, 12.5668449197861 89.4436053394293)', 'LINESTRING (34.89304812834224 36.47793607380496, 29.07754010695187 97.40376372617054)']"
Case-001,13,28,"['LINESTRING (26.67112299465241 39.02926889006818, 13.30213903743316 88.72923215087563)', 'LINESTRING (34.42513368983957 36.88614932440706, 28.74331550802139 95.36269747315997)']"
Case-001,13,32,"['LINESTRING (25.66844919786097 40.15185532922399, 12.03208556149732 88.62717883822512)', 'LINESTRING (33.68983957219251 38.92721557741765, 26.8048128342246 93.83189778340201)']"
Case-001,13,36,"['LINESTRING (34.42513368983957 37.80462913826183, 26.40374331550802 96.89349716291788)']"
Case-001,13,40,"['LINESTRING (26.33689839572192 39.43748214067028, 13.30213903743316 88.11691227497241)', 'LINESTRING (34.09090909090909 39.43748214067028, 25.80213903743315 95.77091072376209)']"
Case-001,13,44,"['LINESTRING (26.67112299465241 37.90668245091236, 12.96791443850267 90.15797852798303)', 'LINESTRING (34.02406417112299 38.92721557741765, 23.93048128342246 96.79144385026737)', 'LINESTRING (36.43048128342246 39.84569539127241, 30.74866310160428 96.1791239743642)']"
Case-001,13,48,"['LINESTRING (25.46791443850267 39.02926889006818, 13.83689839572192 88.72923215087563)', 'LINESTRING (35.02673796791444 38.11078907621341, 31.08288770053476 95.97501734906315)']"
Case-001,13,52,"['LINESTRING (26.20320855614973 39.33542882801976, 14.2379679144385 85.56557945870921)', 'LINESTRING (33.8903743315508 38.41694901416501, 27.00534759358289 94.7503775972568)']"
Case-001,13,56,"['LINESTRING (33.22192513368984 38.31489570151446, 25.80213903743315 95.36269747315997)', 'LINESTRING (36.16310160427807 39.64158876597135, 31.88502673796791 96.1791239743642)']"
Case-001,13,60,"['LINESTRING (32.82085561497326 38.41694901416501, 23.59625668449198 94.54627097195576)', 'LINESTRING (35.49465240641711 39.02926889006818, 28.94385026737968 95.97501734906315)']"
Case-001,13,64,"['LINESTRING (33.22192513368984 38.31489570151446, 24.66577540106951 96.07707066171368)', 'LINESTRING (35.96256684491978 38.41694901416501, 30.0802139037433 95.36269747315997)']"
Case-001,13,68,"['LINESTRING (33.08823529411764 37.49846920031024, 23.72994652406416 92.81136465689676)', 'LINESTRING (36.09625668449198 38.41694901416501, 28.87700534759358 95.36269747315997)']"
Case-001,13,72,"['LINESTRING (26.40374331550802 34.94713638404703, 13.23529411764706 88.83128546352611)', 'LINESTRING (33.48930481283422 37.39641588765971, 25.93582887700534 96.89349716291788)', 'LINESTRING (36.16310160427807 36.2738294485039, 31.28342245989305 98.52635016532636)']"
Case-001,13,76,"['LINESTRING (27.47326203208556 33.11017675633751, 12.83422459893048 88.42307221292404)', 'LINESTRING (33.35561497326204 37.60052251296077, 26.40374331550802 96.99555047556844)', 'LINESTRING (35.6951871657754 38.31489570151446, 31.95187165775402 96.68939053761684)']"
Case-001,13,80,"['LINESTRING (25.66844919786097 35.15124300934808, 11.36363636363637 86.99432583581658)', 'LINESTRING (34.95989304812834 37.90668245091236, 27.27272727272727 96.38323059966524)']"
Case-001,13,84,"['LINESTRING (33.68983957219251 36.2738294485039, 25.26737967914439 93.52573784545048)']"
Case-001,13,88,"['LINESTRING (32.08556149732621 35.04918969669756, 21.39037433155079 91.28056496713883)', 'LINESTRING (35.16042780748664 36.57998938645548, 27.13903743315508 96.1791239743642)']"
Case-001,13,92,"['LINESTRING (24.33155080213904 34.64097644609545, 10.22727272727273 85.56557945870921)', 'LINESTRING (33.22192513368984 34.33481650814386, 23.72994652406416 92.09699146834308)', 'LINESTRING (48.86363636363637 35.04918969669756, 57.41978609625669 94.13805772135363)']"
Case-001,13,96,"['LINESTRING (25 33.82454994489121, 11.63101604278075 86.38200595991347)', 'LINESTRING (33.02139037433155 35.04918969669756, 25.53475935828877 93.21957790749886)']"
Case-001,13,100,"['LINESTRING (25.33422459893049 34.23276319549333, 11.36363636363637 87.60664571171979)', 'LINESTRING (36.02941176470588 35.76356288525126, 30.21390374331552 95.36269747315997)']"
Case-001,13,104,"['LINESTRING (25.26737967914439 32.90607013103647, 10.89572192513369 87.30048577376822)', 'LINESTRING (35.42780748663102 35.25329632199861, 28.74331550802139 94.34216434665468)']"
Case-001,13,108,"['LINESTRING (24.79946524064171 32.59991019308487, 10.29411764705882 86.99432583581658)', 'LINESTRING (35.7620320855615 35.96766951055232, 29.47860962566845 96.89349716291788)']"
Case-001,13,112,"['LINESTRING (24.86631016042781 35.66150957260073, 9.157754010695186 87.09637914846712)', 'LINESTRING (34.55882352941175 37.39641588765971, 28.14171122994653 96.28117728701473)']"
Case-001,13,116,"['LINESTRING (24.9331550802139 35.96766951055232, 10.09358288770053 88.3210189002735)', 'LINESTRING (34.89304812834224 38.82516226476712, 28.74331550802139 95.05653753520838)']"
Case-001,13,120,"['LINESTRING (33.28877005347594 38.11078907621341, 26.60427807486631 95.46475078581051)']"
Case-001,13,124,"['LINESTRING (33.8903743315508 40.76417520512716, 25.80213903743315 95.66885741111157)']"
Case-001,13,128,"['LINESTRING (32.55347593582889 40.76417520512716, 21.92513368983957 95.26064416050943)']"
Case-001,14,0,"['LINESTRING (50.86898395721925 27.70135118585949, 57.95454545454546 95.36269747315997)']"
Case-001,14,4,"['LINESTRING (34.22459893048127 30.55884394007429, 24.53208556149734 96.1791239743642)', 'LINESTRING (50.20053475935831 31.47732375392905, 59.49197860962568 94.44421765930522)']"
Case-001,14,8,"['LINESTRING (33.28877005347594 30.86500387802588, 22.86096256684492 94.95448422255785)', 'LINESTRING (52.13903743315507 32.2937502551333, 59.89304812834223 96.1791239743642)']"
Case-001,14,12,"['LINESTRING (33.02139037433155 31.27321712862799, 22.99465240641711 94.24011103400419)', 'LINESTRING (50.73529411764706 31.47732375392905, 59.22459893048129 96.48528391231578)']"
Case-001,14,16,"['LINESTRING (34.35828877005347 30.45679062742377, 22.12566844919786 95.77091072376209)', 'LINESTRING (51.47058823529412 31.47732375392905, 60.29411764705882 93.83189778340201)']"
Case-001,14,20,"['LINESTRING (51.06951871657755 31.57937706657958, 58.95721925133688 94.54627097195576)']"
Case-001,14,24,"['LINESTRING (52.07219251336899 31.27321712862799, 59.09090909090911 95.46475078581051)']"
Case-001,14,28,"['LINESTRING (50.73529411764706 31.06911050332695, 59.02406417112299 95.46475078581051)']"
Case-001,14,32,"['LINESTRING (34.75935828877006 30.45679062742377, 24.73262032085561 94.03600440870309)', 'LINESTRING (51.93850267379678 31.88553700453117, 60.82887700534758 95.15859084785895)']"
Case-001,14,36,"['LINESTRING (34.22459893048127 30.66089725272483, 23.26203208556151 93.72984447075152)', 'LINESTRING (52.74064171122996 31.88553700453117, 62.83422459893048 95.15859084785895)']"
Case-001,14,40,"['LINESTRING (34.29144385026738 30.86500387802588, 23.32887700534759 91.28056496713883)', 'LINESTRING (51.87165775401068 32.49785688043433, 59.82620320855615 96.28117728701473)']"
Case-001,14,44,"['LINESTRING (52.54010695187167 32.19169694248276, 60.29411764705882 95.87296403641264)', 'LINESTRING (34.69251336898395 31.27321712862799, 22.19251336898396 95.36269747315997)']"
Case-001,14,48,"['LINESTRING (51.93850267379678 31.17116381597747, 59.02406417112299 95.87296403641264)']"
Case-001,14,52,"['LINESTRING (51.40374331550801 32.19169694248276, 60.7620320855615 94.24011103400419)']"
Case-001,14,56,"['LINESTRING (37.03208556149733 30.04857737682165, 24.73262032085561 95.56680409846103)', 'LINESTRING (51.87165775401068 31.17116381597747, 60.7620320855615 97.30171041352007)']"
Case-001,14,60,"['LINESTRING (34.75935828877006 30.45679062742377, 24.33155080213904 95.15859084785895)', 'LINESTRING (51.5374331550802 32.08964362983223, 60.16042780748661 96.79144385026737)']"
